,Unnamed: 0,Speech_Number,Para_No,date_x,sentances,old_sentiment,bitcoin_sentiment,digital_count
190,430,111,2,07/06/2019,"We will also have Mrs. Welsh provide an overview of the implementation of the CBDC by the Eastern Caribbean Central Bank, and subsequently, we will have Mr. Pietersz of the CBCS provide an overview of the status of our own consideration of CBDC.",0,1,2
191,431,111,2,07/06/2019,"Afterwards, Mrs. Luis of IBIS Management will share the results of a whitepaper issued on the potential implementation of a CBDC in Curaçao and Sint Maarten.",0,1,1
192,442,165,3,01/08/2019,"•  Project Inthanon, our central bank digital currency, has completed its second phase, and is recognized as a leading central bank digital currency initiative.",1,0,2
193,443,165,3,01/08/2019,You will also hear more about Project Inthanon and other central bank digital currency initiatives later on today.,0,0,1
194,450,165,4,01/08/2019,"Unlike other products and services, financial services will serve the people and the society best only when money—either in the form of physical cash or digital money—can freely flow without cost and friction.",1,0,1
195,458,201,1,05/07/2019," J u l y  5 ,   2 0 1 9 Bank  of  Japan Should the Bank of Japan Issue a Digital Currency?",0,1,1
196,459,201,5,05/07/2019,"Digital  currencies  issued  by  central  banks  are  called  ""central  bank  digital  currencies"" (CBDCs).",0,1,1
197,460,201,5,05/07/2019,The Bank for International Settlements (BIS) conducted an interesting survey on central bank initiatives for CBDC (Figure 1).,0,1,1
198,461,201,5,05/07/2019,"Among the 63 respondent central banks, about 70 percent are engaged in CBDC work, most of which is in the form of research/study or experiments/proof-of-concept.",0,1,1
199,462,201,5,05/07/2019,"Central banks that have actually been developing CBDCs and are seriously considering its issuance are in the minority; they are limited only to those of countries, such as Sweden where the circulation of banknotes is rapidly decreasing and emerging and developing countries where the infrastructure supporting banknotes has not yet fully developed.",-1,1,1
200,463,201,5,05/07/2019,"Except for these cases, many central banks see themselves as unlikely to issue CBDCs in the short or medium term",0,1,1
201,464,201,6,05/07/2019," Many central banks therefore take the position that they have no plan to issue CBDCs in the near future but will continue research into CBDCs, which is the position the Bank of Japan 1  also takes.",0,1,2
202,467,201,7,05/07/2019," First  allow  me  to  outline  Japan's  current  status  regarding  retail  payments  --  that  is, developments in person-to-person (P2P) money transfers and person-to-merchant (P2M) payments -- and then talk about the possible forms of CBDC and its expected roles.",0,1,1
203,468,201,7,05/07/2019,"I will then  discuss  the  implications  of  the  research  on  CBDC  for  the  future  payment  and settlement systems as a whole, including private digital currency",0,1,2
204,470,201,18,05/07/2019,"Central Bank Digital Currency and Private Digital Currency The phenomenon of the demand for cash being surprisingly persistent and the ratio of cash in circulation to nominal GDP continuing to increase has been observed not only in Japan but in many countries.1 Nonetheless, cashless payments will likely increase in numerous countries in the long run.",-1,1,2
205,474,201,19,05/07/2019,Issuance Forms of Central Bank Digital Currency There are two main variants of CBDC.,0,1,2
206,476,201,19,05/07/2019,"This variant, called ""wholesale CBDC,"" adopts new information technologies such as distributed ledger technology (DLT) in settlements using central bank deposits, or central bank liabilities which have been digitized.",0,1,1
207,478,201,19,05/07/2019,"This variant is called ""general purpose CBDC.""",0,1,1
208,479,201,19,05/07/2019,"From now on, I will use the term CBDC to refer to the general purpose variant.",0,1,1
209,480,201,20,05/07/2019,"A general purpose CBDC is a substitute for cash (banknotes and coins), and two issuing forms are possible (Figure 5).",0,1,1
210,481,201,20,05/07/2019,"One is an ""account-based"" CBDC, in which individuals and firms open an account at a central bank and use it to make transfers between accounts.",0,1,1
211,484,201,20,05/07/2019,"The other form is a ""token-based"" CBDC, also referred to as a ""value-based"" CBDC, in which users deposit CBDC to their smartphone applications or IC cards and transfer value to other users when making payments.",0,1,3
212,488,201,21,05/07/2019,Expected Roles for Central Bank Digital Currency CBDCs are expected to play various roles (Figure 6).,0,1,2
213,489,201,21,05/07/2019,"For instance, in terms of monetary policy, academia, in principle, argues that CBDCs should bear interest -- even negative interest rates in some cases -- as that could increase the effectiveness of monetary policy.",-1,1,1
214,490,201,21,05/07/2019,This argument is based on the premise that the level of interest rates applied to CBDC could work  as  the  effective  lower  bound  of  interest  rates  for  wide-ranging  financial  assets.,0,1,1
215,492,201,21,05/07/2019,"This is because even if a central bank applies negative interest rates to CBDC, as long as cash which yields zero interest remains, there will be a shift of funds toward cash.",-1,1,1
216,495,201,21,05/07/2019,5  Resolving the Crowding of Cashless Payment Instruments We often hear the opinion that the rationale for issuing CBDC is to resolve the crowding of cashless payment instruments and to unify all payment instruments.,1,1,1
217,502,201,22,05/07/2019," If central banks issue CBDCs and many consumers begin to use them, there is certainly the possibility  that  this  would  lead  to  a  resolution  of  the  crowding  of  cashless  payment instruments.",0,1,1
218,506,201,25,05/07/2019,"Some  argue  that  the  issuance  of  CBDC  would  contribute  to maintaining the competitive environment in the retail payments market.2 It is believed that if a central bank builds cashless payment platforms, this would maintain the pressure on private sector firms to compete with each other.",-1,1,1
219,507,201,25,05/07/2019,"However, my take is that issuing CBDC is not the best option to promote competition in the retail payments market.",1,1,1
220,509,201,25,05/07/2019,"Therefore,  I believe it is not really appropriate to issue CBDC for the purpose of promoting competition in the retail payments market",0,1,1
221,510,201,26,05/07/2019," Fundamental Functions of Currency and a Two-Tiered System To explore the rationale for issuing CBDC, we can simply get back to the fundamental roles of currency.",0,1,1
222,513,201,26,05/07/2019,The rationale for issuing CBDC may basically rest on this.,0,1,1
223,514,201,27,05/07/2019,CBDC functions not only as a means of payment but also as a store of value.,0,1,1
224,519,201,28,05/07/2019," Nevertheless, issuing CBDC in normal times with the purpose of preparing for crisis could pose a new challenge.",-2,1,1
225,520,201,28,05/07/2019,"For example, if CBDC starts to substitute for bank deposits, it could squeeze banks' credit intermediation and affect the real economy.",0,1,1
226,521,201,28,05/07/2019,"There is also the view that CBDC, which functions as a safe haven in times of stress, would rather amplify the stress.",-2,1,1
227,522,201,28,05/07/2019,"Since all it takes is a few clicks on a computer or smartphone, a shift from bank deposits to CBDC would occur in a much more drastic way in the digital age than with traditional bank runs, and thus could exacerbate a financial crisis.",-3,1,1
228,525,201,30,05/07/2019,"4 Central Bank of Iceland, ""Rafkróna?,"" Central Bank Digital Currency Interim Report, September 2018.",0,1,1
229,527,201,31,05/07/2019,"No matter how safe and reliable CBDC is as a payment instrument, the benefits derived from the two-tiered system would be lost if private money were to be replaced by CBDC on a considerable scale.",-1,1,2
230,531,201,31,05/07/2019,"Next, I will discuss how the functions of private digital currencies can be improved to achieve a level close to the expected  functions  of  CBDC  in  terms  of  creditworthiness,  general  acceptability,  and settlement finality (Figure 7)",2,1,1
231,533,201,32,05/07/2019,"Improving the Functions of Private Digital Currency Creditworthiness of Private Digital Currency As I have mentioned earlier, in the digital age, it is important to prepare ourselves for crises with safe assets, and CBDC is an important possibility.",0,1,3
232,534,201,32,05/07/2019,"However, it is also important to design a framework that improves the creditworthiness of private money, regardless of the issuance of CBDC.",1,1,1
233,535,201,32,05/07/2019,"If the credit risk of private money could be minimized and the credit gap between private money and central bank money could be narrowed, the issue of a shift from bank deposits to CBDC could, in theory, be alleviated",0,1,1
234,538,201,34,05/07/2019,"In terms of functionality, it is very much the same as narrow 9  banking, where the central bank requires full reserves, and is almost equivalent to CBDC in terms of creditworthiness.",0,1,1
235,540,201,37,05/07/2019,"If the interoperability of private money is enhanced through safe and efficient settlement using central bank current accounts, private digital currencies could resemble CBDC in terms of general acceptability.",2,1,1
236,546,201,40,05/07/2019,"To address this concern, one option is to reduce dependence on settlement via deposit accounts at financial institutions by issuing a CBDC which provides immediate settlement finality.",-1,1,1
237,552,201,41,05/07/2019,"In these platforms, settlement finality is ensured, as with CBDC.",0,1,1
238,554,201,43,05/07/2019,"Now, I would like to give you my own answer to the question I posed at the beginning: ""Why are many central banks, including the Bank of Japan, committed to researching and studying into CBDCs even though they have no plan to issue them in the near future?""",-1,1,1
239,557,201,43,05/07/2019,"In some cases, the need for CBDC issuance may suddenly increase.",0,1,1
240,558,201,43,05/07/2019,"To be able to adapt to such  a  situation,  central  banks  need  to  deepen  their  understanding  on  the  latest 12  developments in information technologies and their applicability to CBDC.",1,1,1
241,559,201,43,05/07/2019,"Second, as I have discussed in the latter half of my speech, through research into CBDC -- or through the CBDC lens -- central banks examine more fundamental questions such as: ""What are the required functions of money?",-1,1,2
242,561,201,43,05/07/2019,"""; or ""What ways do we have of enhancing the functionality of private digital currency?""",1,1,1
243,563,201,44,05/07/2019,The Bank will continue to examine CBDC with these two aspects in mind.,0,1,1
244,566,201,44,05/07/2019,"Project  Stella,  a  joint research project with the European Central Bank is part of these initiatives.5 This project has resulted in three reports so far, exploring, for example, the applicability of DLT to payments using central bank deposits -- that is, wholesale CBDC.",0,1,1
245,567,201,45,05/07/2019,"On the legal front, the Bank's Institute for Monetary and Economic Studies set up a study group on legal issues regarding CBDC in November 2018.",0,1,1
246,568,201,45,05/07/2019,It identifies potential legal issues that would arise if the Bank were to issue CBDC in response to rapid developments in technology and their possible interpretations.,0,1,1
247,571,201,46,05/07/2019,"It will examine, from various perspectives, the desirable nature of these systems, including the issue of CBDC.",1,1,1
248,574,201,47,05/07/2019,"5 http://www.boj.or.jp/en/paym/fintech/index.htm/ 13 Should the Bank of Japan Issue a Digital Currency?July 5, 2019Speech at a Reuters Newsmaker Event in TokyoMasayoshi AmamiyaDeputy Governor of the Bank of JapanBank of JapanFigure 1 Survey on CBDCInitiatives for CBDC Likelihood of issuing a CBDC going forward3Engagement in CBDC work1                          Type of CBDC work2% % %100100 10080 80 80Veryunlikely60 60 60 SomewhatunlikelyNo Possible40 40 40SomewhatYeslikelyVery likely20 20 2000 0CY 2017 2018 Research/study Experiments/ Development/ Short term Mediumproof-of-concept pilottermarrangementNotes:1.Shareamongthe63respondentcentralbanks.ThesumofgeneralpurposeCBDCsandwholesaleCBDCs",0,1,8
249,575,201,48,05/07/2019,2.ShareamongtherespondentcentralbanksthatansweredthattheywereengagedinCBDCworkin2018survey(multipleanswerswereallowed),0,1,1
250,576,201,49,05/07/2019,ThesumofgeneralpurposeCBDCsandwholesaleCBDCs,0,1,2
251,577,201,50,05/07/2019,3.Shareamongthe63respondentcentralbanks.FiguresareforgeneralpurposeCBDCs.,0,1,1
252,579,201,56,05/07/2019,"4Figure 5 Issuance Forms of CBDCAccount-based CBDC Token-based CBDCCentral BankCentral BankUser's account (4) Merchant's account(1)  (3) Account transfer Opens an account,  instructionDeposits  Issues(1)deposits cash cash CBDC(2) ShoppingUser Merchant User (2) Shopping Merchant(1)Auser opens an account and deposits cash at a central bank",0,1,4
253,580,201,57,05/07/2019,(1) Acentral bank issues CBDC to a user in exchange for(2) The user shops at a merchant,0,1,1
254,582,201,58,05/07/2019,CBDC is stored on the user's smartphone(3) The user sends an account transfer instruction to the centralapplication or IC card,0,1,1
255,583,201,60,05/07/2019,"(2) When the user shops at a merchant, CBDC is(4) The central bank transfers CBDC to the merchant's account",0,1,2
256,585,201,61,05/07/2019,5Figure 6 Expected Roles for CBDC Effectiveness on monetary policyThe level of interest rates applied to CBDC could work as the effective lower bound ofinterest rates for wide-ranging financial assets?Resolving the crowding of cashless payment instrumentsWill issuing CBDC promote the unification of all cashless payment instruments?The crowding of cashless payment instruments will likely be resolved in the process ofcompetition,1,1,3
257,586,201,62,05/07/2019,Maintaining the competitive environment in the retail payments marketWill issuing CBDC maintain the pressure on private sector firms to compete with eachother?The role of a government policy on competition,0,1,1
258,587,201,65,05/07/2019,6Figure 7 Improving the Functions of Private Digital CurrencyCreditworthiness of private digital currencyIt is important to minimize the credit risk of private digital currencies and narrow thecredit gap between private money and central bank money for the stability of financialsystem and payment and settlement systems,2,1,2
259,588,201,68,05/07/2019,Settlement finalitySettlement finality is ensured in RTGS platforms that enable retail transfers on a 24/7basis as with CBDC,1,1,1
260,593,214,2,09/07/2019,"1  what have generically been termed “Central Bank Digital Currencies” (CBDCs).3 Although still in a very early stage of development, and for the most part within an experimental framework, a few central banks have already taken material steps in this direction, exploring the potential viability of CBDCs with different attributes and characteristics.",0,0,2
261,594,214,2,09/07/2019,"Among the noteworthy cases are those of the e-Krona and the e-Peso pilot programs developed by the central banks of Sweden and Uruguay, respectively, as digital alternatives that would coexist with cash as legal tender in their corresponding jurisdictions.4  Further to the desire to learn about CBDCs and their implications at this stage, central bank interest in these instruments has been kindled by a combination of factors.",0,0,1
262,595,214,2,09/07/2019,"One of the most important, particularly among some advanced economies, is the protracted decline in the use of cash and the consequent need to adapt to this situation.5 In addition, the possibility that privately-provided  electronic  means  of  payment  take  place  in  a  context  of  poor competition, has in some cases stimulated central banks’ interest in CBDCs.",-3,0,1
263,596,214,2,09/07/2019,"Further to the above, a number of other possible advantages of CBDCs have been identified.",1,0,1
264,598,214,2,09/07/2019,"In  other  instances,  particularly  amongst  emerging  market  and                                                            3 In what follows, these remarks will concentrate on the case of general-purpose CBDCs, with use aimed primarily at retail operations by the public at large.",0,0,1
265,599,214,2,09/07/2019,"While restricted-access CBDCs intended for wholesale payment and settlement transactions are also being explored, it should be noted that they have yet to be proven as a superior alternative to existing technologies and infrastructures.",1,0,1
266,600,214,2,09/07/2019,"4 Also worth mentioning is the case of Ecuador, whose CBDC was issued between 2015 and 2018, although with muted success due to low acceptance rates from users in a highly dollarized economy.",1,0,1
267,601,214,2,09/07/2019,"5 See Khiaonarong, T. and D. Humphrey (2019): “Cash Use Across Countries and the Demand for Central Bank Digital Currency”, IMF Working Paper No.",0,0,1
268,603,214,2,09/07/2019,"2  developing economies, CBDCs are seen as a means to ameliorate outstanding gaps  in  financial  inclusion  of  important  segments  of  their  populations.",0,0,1
269,604,214,2,09/07/2019,"Moreover, depending on their specific design, such as the level of transaction traceability (or, conversely, anonymity), CBDCs could also help counter the proliferation of illegal activities.",-1,0,1
270,605,214,2,09/07/2019,"Notwithstanding the appeal that CBDCs may gather on the basis of these and other  favorable  attributes,  important  negative  implications  must  be acknowledged as well.",0,0,1
271,607,214,2,09/07/2019,"In particular, the issuance of CBDCs could lead these institutions to operate directly in the intermediation of financial resources with the public",0,0,1
272,608,214,4,09/07/2019,"First, should CBDCs become entrenched as a close substitute of, or a superior alternative to, commercial deposit accounts (which would very likely be the case if they are designed as account-based and interest-bearing), the amount of resources effectively intermediated by the private financial sector could be curtailed.",0,0,1
273,609,214,4,09/07/2019,"Adding to the contraction in the supply of loanable funds derived from retail depositors opting to hold CBDCs instead of bank accounts, loan demand could be affected too as a result of banks’ attempts to preserve margins by increasing their lending rates.",-1,0,1
274,613,214,4,09/07/2019,"Furthermore, in extreme cases, system-wide bank runs triggered by episodes of stress could be facilitated by the swift and frictionless convertibility of bank deposits into risk-free and liquid assets such as CBDCs.",-1,0,1
275,614,214,4,09/07/2019,"In other areas, the implications of CBDCs are uncertain:    In  regards  monetary  policy,  the  main  channels  of  the  transmission mechanism  may  strengthen  if,  for  instance,  CBDCs  enhance  financial inclusion or push further down the effective lower bound on interest rates.6 However, the possibility of dislocations in the financial system as the ones described above, or the potential for changes in the characteristics of the demand for money as a result of the availability of CBDCs, poses risks to the efficacy (and efficiency) with which monetary policy transmits to the rest of the economy",3,0,3
276,615,214,5,09/07/2019,"  As for financial inclusion, even though in principle it should be favored by the introduction of CBDCs, there may be instances in which remaining                                                            6 Monetary policy rates are bound below at zero because agents can circumvent rates lower than that by holding non-interest bearing cash.",0,0,1
277,616,214,5,09/07/2019,"In economies with a low use of cash and an unrestricted utilization of CBDCs, interest-bearing CBDCs can set the bound on monetary policy rates lower.",0,0,2
278,618,214,5,09/07/2019,"(2018): “Casting Light on Central Bank Digital Currency”, IMF Staff Discussion Note No.",0,0,1
279,621,214,5,09/07/2019,"  Although  carefully-designed  and  rightly-implemented  CBDCs  reduce  its likelihood, the materialization of operational risks remains a possibility.",0,0,1
280,623,214,5,09/07/2019,  Striking  a  right  balance  between  the  anonymity  and  traceability  of transactions  using  CBDCs  may  prove  elusive.,0,0,1
281,625,214,5,09/07/2019,"At the other end, perfect traceability may hinder interest in CBDCs from users who, for personal and perhaps completely legitimate reasons, prefer to keep part of their transactions unrecorded.",0,0,1
282,626,214,5,09/07/2019,"  Should the adoption of CBDCs be successful and not, at least to a significant extent, offset by a commensurate decline in physical coins and banknotes in circulation, the central bank’s balance sheet would be expanded.",0,0,1
283,628,214,6,09/07/2019,  The issuance of CBDCs is not free of legal uncertainties either.,0,0,1
284,629,214,6,09/07/2019,"Further to the legislative reforms that would be required to equip central banks with the  authority  to  issue  this  sort  of  money  in  the  vast  majority  of       5  jurisdictions,7 it remains unclear how much of a burden account-based CBDCs would imply for these institutions should they become bound by law to comply with existing regulations (such as those related to anti-money laundering  and  combating  the  financing  of  terrorism,  or  AML/CFT).",-2,0,1
285,630,214,6,09/07/2019,"In addition, given CBDCs legal tender status, difficulties may arise regarding its enforcement, as not necessarily every agent in the economy will have available the means to accept it at all times.",-1,0,1
286,631,214,6,09/07/2019,"  Lastly, there is a broad consensus in the community regarding the need for further research on, and careful consideration of, the potential implications of  CBDCs  for  interest  rates,  exchange  rates  and  other  asset  prices  in general,  including  the  relative  price  between  the  digital  and  physical versions of a given currency.8  Beyond the above-noted issues, there is an additional element that must be carefully taken into consideration to evaluate whether the adoption of CBDCs, in any of its plausible variants, is recommendable as the next iteration of official fiat money: would there be a relevant contribution of CBDCs to the existing payment infrastructure?",0,0,3
287,633,214,6,09/07/2019,"Clearly, the answer to this question will depend crucially on the defining characteristics of the economy,                                                            7 According to results recently reported by the Bank for International Settlements, only about 25% of the central banks surveyed are (or will soon be) legally allowed to issue CBDCs.",-2,0,1
288,634,214,6,09/07/2019,"See Barontini, Christian and Henry Holden (2019): “Proceeding with Caution – A Survey on Central Bank Digital Currency”, BIS Papers No.",-1,0,1
289,641,214,10,09/07/2019,"Second, thinking of a CBDC as a “back-up” does not make much sense either, as the main pieces of the payment systems are handled by the central bank.",0,0,1
290,642,214,10,09/07/2019,"Third, a major decline in the demand for cash is unlikely to take place in the near future, and it is difficult to expect that the issuance  of  CBDCs  will  alter  ongoing  trends  in  a  significant  way.",-2,0,1
291,643,214,10,09/07/2019,"The reputational risks embedded in an entirely anonymous CBDC, especially if it involves unidentified individuals setting up accounts at the central bank, make this a questionable option.",-1,0,1
292,644,214,10,09/07/2019,But a CBDC design with anything less than full anonymity is likely to dent interest among the general public.,0,0,1
293,645,214,10,09/07/2019,"Nonetheless,  it  is  important  to  stress  that  arriving  at  firm  conclusions  of general applicability regarding the merits of CBDCs is difficult, as expected and realized outcomes will depend, in a major way, on the specific design features of the CBDC at hand,12 as well as on the characteristics of the countries’ economies and in particular of their payment systems.",-2,0,2
294,646,214,10,09/07/2019,"Even though the subject has raised substantial attention from the part of central banks in recent years, the above-noted lack of clarity is reflected in the fact that none of these institutions has adopted such an instrument on a permanent basis, and the                                                            12 In general design terms, CBDCs can be either token- or account-based, and intended for either general purpose (i.e.",-1,0,1
295,648,214,10,09/07/2019,"In addition, it is technically feasible for any CBDC variant to pay (or not) interest.",0,0,1
296,649,214,10,09/07/2019,"For greater detail on the taxonomy of money, and CBDCs in particular, see, for instance: Bank for International Settlements (2018): “Central Bank Digital Currencies”, Committee on Payments and Market Infrastructures and Markets Committee joint report, March.",1,0,1
297,651,214,10,09/07/2019,"This is not to say, however, that the subject of CBDCs and all the issues surrounding it should be disregarded.",-1,0,1
298,654,214,10,09/07/2019,"In any event, while we have to be open and attentive to new technologies, it is also true that we need to be cautious in adopting them, especially when, as in the case of CBDCs, we are dealing with an issue with potential major implications and still many unknowns",0,0,1
299,655,230,39,25/06/2019,"Consider Facebook’s plan to launch a new global digital currency, the implications of which arenow being scrutinised by a G7 working group, which I chair.",0,1,1
300,659,231,51,05/08/2020,"This, Mr Adrian says, would actually create“synthetic central bank digital currency”, as users could, ultimately, hold and transact in a centralbank liability",0,0,1
301,660,231,54,05/08/2020,"Of course, any evaluation very much depends on the specific characteristics a digital currencymight have.",0,0,1
302,664,335,2,12/04/2019,I mustsay that I was pretty surprised when I received the invitation to cover the topic of central bankdigital currencies – or CBDCs.,0,1,1
303,666,335,3,12/04/2019,"Yet despite being an innovation-friendly regulator, in terms of CBDCs, we do not have much in-house projects to share, at least at this point.",1,1,1
304,668,335,4,12/04/2019,"However, I will do my best to cover the topic: in my view, issuing CBDCs represents one of themost intriguing and complex ideas in current discussions on the monetary system",1,1,1
305,669,335,5,12/04/2019,"---Let me begin with a basic question: what exactly are CBDCs?Well, it is in fact easier to first say what they are not",0,1,1
306,670,335,6,12/04/2019,"Under the current financial architecture central banks issue two sorts of money: currency incirculation in the form of the good old banknotes and coins, and digital money, available asreserve or settlement accounts with the central bank.",1,1,1
307,673,335,7,12/04/2019,"And yet, when we talk about the concept of CBDC, we have in mind something new, somethingunlike what we currently have",0,1,1
308,674,335,8,12/04/2019,The CBDC would be a novel type of central bank money.,0,1,1
309,676,335,8,12/04/2019,The CBDC would also be fundamentally differentfrom private crypto assets.,0,1,1
310,679,335,9,12/04/2019,"It is thus simple to define what the CBDC is not: not a conventional reserve account, and not aprivate crypto asset.",0,1,1
311,681,335,9,12/04/2019,Thecomplexity lies in the variety of combinations of different properties that the CBDC can feature,0,1,1
312,683,335,10,12/04/2019,"The debate iswhether CBDCs should be retail, or wholesale only currencies, or perhaps both.",0,1,1
313,684,335,10,12/04/2019,"In the first case,the CBDC would be available for the general public.",0,1,1
314,686,335,10,12/04/2019,"In between thesetwo general CBDC types, multiple theoretical sub-models also exist",0,1,1
315,687,335,11,12/04/2019,One example would be the value-based wholesale CBDC.,0,1,1
316,692,335,13,12/04/2019,But here is only one of several possible scenarios for the wholesale CBDC,0,1,1
317,693,335,14,12/04/2019,Another  basic  variation  would  be  the  value-based  retail  CBDC.,0,1,1
318,696,335,15,12/04/2019,We may also discuss account-based retail CBDCs.,0,1,1
319,700,335,17,12/04/2019,"Thus the rationale for thewholesale CBDC could be to enhance payments and securities settlement efficiency, as well asto reduce counterparty credit and liquidity risks",2,1,1
320,701,335,18,12/04/2019,"In terms of the retail CBDCs, different motivating factors are in play.",0,1,1
321,704,335,20,12/04/2019,"Therefore, amid the evolving payments market, one of the key motivations for the retail CBDC isto ensure people’s continued access to the central bank money",0,1,1
322,705,335,21,12/04/2019,"---Beyond payments, CBDCs could have important and, perhaps, desirable implications in otherareas as well",1,1,1
323,706,335,22,12/04/2019,Some  say  that  issuance  of  the  interest-bearing  retail  CBDC  could  potentially  improve  thetransmission of monetary policy – if indeed it is used widely.,1,1,1
324,708,335,22,12/04/2019,"Second, the CBDC may alleviate theeffective lower bound constraint, making it possible to go deeper into the negative territory",-1,1,1
325,709,335,23,12/04/2019,"Arguably, the retail CBDC could also have positive effects on financial stability.",2,1,1
326,712,335,25,12/04/2019,"Knowing this, the retail CBDC would further ensure that the funds stored in bank accounts canindeed be easily converted to risk-free central bank money.",1,1,1
327,716,335,27,12/04/2019,Solet’s look at the other side of the coin – the underlying risks and uncertainties related to theCBDC,0,1,1
328,717,335,29,12/04/2019,The issue here is that central bank money being risk-free also means that the retail CBDC wouldbe a safe asset.,0,1,1
329,721,335,30,12/04/2019,"In the extreme scenario,CBDCs could encourage “digital” sector-wide bank runs which could occur in an unprecedentedspeed and scale",0,1,1
330,722,335,32,12/04/2019,"As the CBDC crowds out cash and commercial bank deposits, a larger central bank balancesheet  may  be  needed  to  maintain  bank  reserves  through  liquidity-injecting  open  marketoperations.",0,1,1
331,725,335,33,12/04/2019,There also other more general drawbacks applicable to most types of the CBDC,-1,1,1
332,726,335,34,12/04/2019,"First, the robustness of the proposed underlying technologies for issuing the CBDC is quiteuncertain.",0,1,1
333,729,335,35,12/04/2019,"Given the easewith which large amounts can be transferred electronically, how are we to apply the AMLstandards  to  the  anonymous  forms  of  CBDC?",0,1,1
334,731,335,37,12/04/2019,"The Riksbank in Sweden seems to be the closest to actually issuing a CBDC, the so-called e-Krona.",0,1,1
335,735,335,38,12/04/2019,It has announced that it has no plans to issue CBDC since it would not improve theexisting payment solutions and may also increase financial stability risks.,2,1,1
336,737,335,42,12/04/2019,We therefore do not reject the potential that CBDCs carry.,-1,1,1
337,740,335,43,12/04/2019,"For us, any significantstep in the field of CBDCs would require action at the ECB level.",0,1,1
338,742,335,46,12/04/2019,"In some sense, such developments limit the potential added-value of the retail CBDC",0,1,1
339,743,335,47,12/04/2019,"Therefore, assessing the balance between risks and benefits from the perspective of generallyconservative central banks, the wholesale CBDC seems like a more viable option going forward",0,1,1
340,744,335,48,12/04/2019,"However, we feel the need to acquire a better theoretical understanding of the way any sort ofCBDC  would  function,  and  learn  from  practical  pilot  experiments.",1,1,1
341,746,484,8,27/03/2019,We must obviously distinguish between digital assets and central bank digital currency.,0,1,1
342,753,492,20,27/03/2019,"These include   Continuing regulatory reform on foreign exchange regulations to remove outdated requirements, allow for greater flexibility in foreign exchange management, and improve ease of doing business;   Relaxing money transfer business ownership requirements to allow for greater competition and reduce cost of cross-border money transfer;   Streamlining our regulatory sandbox scheme to allow new fin-tech products to reach market faster;   Collaborating with the banking industry to explore use of central bank digital currency for domestic wholesale banking settlement operations; and                                           3 For instance, Thailand is ranked top ten in number of Facebook users according to Statista (2019).",3,1,1
343,757,511,7,22/03/2019,"3The fact that banks do not pass negative rates on to most depositors,  and notably not tohouseholds, is a warning sign for central banks of how people may react if attempts were madeto extend the lower bound of rates downwards by replacing cash with some form of remunerateddigital currency.",-3,0,1
344,758,511,7,22/03/2019,What assets the central bank ought to hold against these widely held liabilitiesdriving bank disintermediation and deleveraging?A potential decision to issue a central bank digital currency (CBDC) needs to be assessed inrelation to the impact on the financial system.,-1,0,2
345,759,511,7,22/03/2019,"In an extreme case, during a systemic bankingcrisis, holding risk-free central bank-issued CBDC could become vastly more attractive than",1,0,1
346,760,511,9,22/03/2019,"Even in the absence of a crisis, readily convertible CBDC could crowd out bank deposits –putting the two-tier banking system at risk.",-2,0,1
347,764,511,10,22/03/2019,"Overall, there is currently no convincing motivation for the Eurosystem to issue CBDC to thegeneral public.",0,0,1
348,773,514,14,18/03/2019,"This framework will rely intimately on the national identify infrastructure, when permitting users to hold and exchange digital money.",0,1,1
349,775,514,15,18/03/2019,"A blockchain infrastructure has been proposed for the digital currency, with performance capabilities that would adequately satisfy the Central Bank’s requirements for swift processing of payments.",2,1,1
350,779,514,16,18/03/2019, Design Features of a Digital Currency There are important design features of a digital B$ that are intended to reflect the Central Bank’s role as a sponsor of financial sector development.,0,1,1
351,784,514,16,18/03/2019,"While it would be possible to maintain mobile wallets independent of a bank account, the Central Bank intends to impose a ceiling on how much digital currency could be maintained in mobile wallets.",0,1,1
352,792,514,16,18/03/2019,"10  A Bank for International Settlements Publication (2018) by the Committee on Payments and Markets Infrastructures indicates that central bank digital currencies (CBDCs) are being widely explored around the world, but mostly for limited wholesale use in interbank markets.",0,1,1
353,793,514,16,18/03/2019,"(BIS (January 2019), “Proceeding with Caution - A Survey on Central Bank Digital Currency”, https://www.bis.org/publ/bppdf/bispap101.htm).",-1,1,1
354,795,514,16,18/03/2019,"Presumably, other policy complexities, and technical and operating risks, also explored by the BIS, limit many central banks’ interest in maintaining retail accounts for users of digital currency.",0,1,1
355,801,553,12,13/03/2019,"Now, even the monopoly  of  issuing  currency  is  exposed,  leading  some  central  banks  to consider the option of issuing a digital currency, and therefore reduce the costs related to conventional banknotes’ production and use, and minimize the insecurity risks involved",-1,1,1
356,802,595,6,14/02/2019,"In yesterday’s Annual Address, the Governor of Norges Bank announced that the next generation of central bank digital currency will be managed by artificial intelligence for a trial period",0,1,1
357,815,595,46,14/02/2019,"Norges Bank is therefore considering whether the central bank should also offer the public central bank digital currency.8 Like cash, central bank digital currency will be a claim on the central bank.",0,1,2
358,818,595,46,14/02/2019,The latter alternative will entail a clear distinction between central bank digital currency and banks’ deposit money.,1,1,1
359,819,595,46,14/02/2019,"In the future, central bank digital currency may be necessary for ensuring an efficient and robust payment system.",1,1,1
360,824,595,58,14/02/2019,My successor announced that the next generation of central bank digital currency would be managed by artificial intelligence.,0,1,1
